Ticker,Company Name,Sector,Industry,Market Cap,Last Price,Volume,52 Week High,52 Week Low,Average Volume,P/E Ratio,Dividend Yield,Beta,Last Updated
NVDA,NVIDIA Corporation,Technology,Semiconductors,4326949126144,177.72,147115063,212.19,86.62,192344447,43.9901,0.02,2.284,2025-12-16 17:16:21
AAPL,Apple Inc.,Technology,Consumer Electronics,4075319197696,274.61,37339504,288.62,169.21,48856580,36.81099,0.38,1.107,2025-12-16 17:16:20
GOOG,Alphabet Inc.,Communication Services,Internet Content & Information,3714865430528,307.73,21031247,328.67,142.66,23415730,30.438183,0.27,1.07,2025-12-16 17:16:20
GOOGL,Alphabet Inc.,Communication Services,Internet Content & Information,3713213399040,306.57,30447191,328.83,140.53,36405222,30.233728,0.27,1.07,2025-12-16 17:16:20
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,3541086240768,476.39,19938039,555.45,344.79,22586079,33.90676,0.77,1.07,2025-12-16 17:16:20
AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,2379214487552,222.56,36683069,258.6,161.38,48324217,31.435028,0.0,1.372,2025-12-16 17:16:50
META,"Meta Platforms, Inc.",Communication Services,Internet Content & Information,1656364728320,657.15,14058674,796.25,479.8,17807422,29.077435,0.32,1.273,2025-12-16 17:16:20
TSLA,"Tesla, Inc.",Consumer Cyclical,Auto Manufacturers,1629252354048,489.88,104578096,491.5,214.25,85383744,333.2517,0.0,1.878,2025-12-16 17:16:21
AVGO,Broadcom Inc.,Technology,Semiconductors,1611743100928,341.3,57852854,414.61,138.1,24968806,71.701675,0.77,1.204,2025-12-16 17:16:23
ORCL,Oracle Corporation,Technology,Software - Infrastructure,542015946752,188.65,27788208,345.72,118.86,26054777,35.393997,1.08,1.659,2025-12-16 17:16:23
NFLX,"Netflix, Inc.",Communication Services,Entertainment,400723673088,94.57,32497789,134.115,82.11,42830793,39.569035,0.0,1.706,2025-12-16 17:16:23
COST,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,381943480320,860.39,3810250,1078.23,844.06,2629512,46.08409,0.6,0.982,2025-12-16 17:18:05
AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,340537442304,209.17,23090108,267.08,76.48,56932293,109.51309,0.0,1.927,2025-12-16 17:16:21
CSCO,"Cisco Systems, Inc.",Technology,Communication Equipment,306407407616,77.55,15762934,80.82,52.11,20463122,29.942087,2.1,0.864,2025-12-16 17:16:23
IBM,International Business Machines Corporation,Technology,Information Technology Services,283393032192,303.18,2520553,324.9,214.5,5194952,36.092857,2.18,0.689,2025-12-16 17:16:24
CAT,Caterpillar Inc.,Industrials,Farm & Heavy Construction Machinery,275901284352,588.93,2311831,627.5,267.3,2936315,30.263618,1.02,1.563,2025-12-16 17:18:20
MU,"Micron Technology, Inc.",Technology,Semiconductors,261655068672,232.51,22044025,264.75,61.54,25934276,30.59342,0.19,1.548,2025-12-16 17:16:26
CRM,"Salesforce, Inc.",Technology,Software - Application,242674319360,254.91,4691720,367.09,221.96,8622138,34.078876,0.65,1.253,2025-12-16 17:16:23
RTX,RTX Corporation,Industrials,Aerospace & Defense,241245093888,179.93,3196567,182.28,112.27,4690626,37.022633,1.49,0.435,2025-12-16 17:18:20
MCD,McDonald's Corporation,Consumer Cyclical,Restaurants,224428589056,314.5,2167556,326.32,276.53,3183196,26.811596,2.33,0.521,2025-12-16 17:16:53
TMUS,"T-Mobile US, Inc.",Communication Services,Telecom Services,222832967680,198.0,5624548,276.49,194.01,4917257,19.075144,2.08,0.436,2025-12-16 17:17:12
SHOP,Shopify Inc.,Technology,Software - Application,212382662656,163.14,5445569,182.19,69.84,8520158,119.95588,0.0,2.83,2025-12-16 17:20:22
AMAT,"Applied Materials, Inc.",Technology,Semiconductor Equipment & Materials,206202929152,258.84,5731768,276.1,123.74,8376771,29.9237,0.7,1.666,2025-12-16 17:16:26
LRCX,Lam Research Corporation,Technology,Semiconductor Equipment & Materials,205876133888,163.26,7932326,169.69,56.32,11374846,36.039734,0.63,1.781,2025-12-16 17:16:26
PEP,"PepsiCo, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,205868138496,150.37,7484453,160.15,127.6,7412325,28.58745,3.76,0.421,2025-12-16 17:18:07
DIS,The Walt Disney Company,Communication Services,Entertainment,200685371392,111.62,14693131,124.69,80.1,10306601,16.294891,1.36,1.497,2025-12-16 17:17:10
ISRG,"Intuitive Surgical, Inc.",Healthcare,Medical Instruments & Supplies,198803914752,554.58,1946035,616.0,425.0,2224184,73.45431,0.0,1.686,2025-12-16 17:17:25
QCOM,QUALCOMM Incorporated,Technology,Semiconductors,190033494016,176.12,7130215,205.95,120.8,10058455,35.224,1.99,1.214,2025-12-16 17:16:21
GEV,GE Vernova Inc.,Industrials,Specialty Industrial Machinery,186805501952,686.22,3565442,731.0,252.25,3171469,111.94453,0.18,0.0,2025-12-16 17:20:06
INTU,Intuit Inc.,Technology,Software - Application,186347028480,669.35,1771761,813.7,532.65,1845033,46.066757,0.68,1.267,2025-12-16 17:16:26
ACN,Accenture plc,Technology,Information Technology Services,179642400768,272.04,4640114,398.35,229.4,4554547,22.408567,2.37,1.261,2025-12-16 17:16:24
INTC,Intel Corporation,Technology,Semiconductors,177968709632,37.31,49631798,44.02,17.67,116288731,621.8334,0.0,1.344,2025-12-16 17:16:21
BKNG,Booking Holdings Inc.,Consumer Cyclical,Travel Services,176210280448,5436.93,202196,5839.41,4096.23,276919,35.452076,0.7,1.254,2025-12-16 17:16:51
AMGN,Amgen Inc.,Healthcare,Drug Manufacturers - General,175943155712,326.74,2578960,346.38,253.3,2723496,25.309063,2.97,0.447,2025-12-16 17:17:22
NEE,"NextEra Energy, Inc.",Utilities,Utilities - Regulated Electric,169357819904,81.32,4427918,87.53,61.72,10156155,25.815872,2.78,0.733,2025-12-16 17:19:43
NOW,"ServiceNow, Inc.",Technology,Software - Application,162590916608,781.12,3328552,1198.09,678.66,1495771,94.56658,0.0,0.972,2025-12-16 17:16:24
BA,The Boeing Company,Industrials,Aerospace & Defense,161868660736,206.71,5007414,242.69,128.88,8799649,0,0.0,1.175,2025-12-16 17:18:21
TXN,Texas Instruments Incorporated,Technology,Semiconductors,161426391040,177.56,5701322,221.69,139.95,7737765,32.40146,3.19,0.989,2025-12-16 17:16:24
KLAC,KLA Corporation,Technology,Semiconductor Equipment & Materials,161098907648,1223.37,735363,1284.47,551.33,1040450,38.410362,0.62,1.437,2025-12-16 17:16:26
ADBE,Adobe Inc.,Technology,Software - Application,147574947840,347.89,3845247,465.86,311.59,4158823,20.819271,0.0,1.54,2025-12-16 17:16:23
GILD,"Gilead Sciences, Inc.",Healthcare,Drug Manufacturers - General,147383042048,118.78,6206896,128.7,88.57,7365092,18.386997,2.64,0.331,2025-12-16 17:17:22
ADI,"Analog Devices, Inc.",Technology,Semiconductors,136319705088,278.4,3326572,284.23,158.65,3646258,60.919033,1.41,1.039,2025-12-16 17:20:07
HON,Honeywell International Inc.,Industrials,Conglomerates,133601402880,198.26,4215430,227.82281,169.04807,4608640,20.913502,2.32,0.949,2025-12-16 17:18:18
DE,Deere & Company,Industrials,Farm & Heavy Construction Machinery,131228704768,485.44,1292550,533.78,403.01,1430557,26.24,1.33,1.007,2025-12-16 17:18:20
WELL,Welltower Inc.,Real Estate,REIT - Healthcare Facilities,130676858880,190.4,2804092,209.05,123.11,3535560,131.31033,1.55,0.84,2025-12-16 17:19:31
PANW,"Palo Alto Networks, Inc.",Technology,Software - Infrastructure,130401730560,187.09,5444597,223.61,144.15,5533393,118.411385,0.0,0.786,2025-12-16 17:16:29
CRWD,"CrowdStrike Holdings, Inc.",Technology,Software - Infrastructure,123157643264,488.53,1668617,566.9,298.0,2611971,0,0.0,1.094,2025-12-16 17:16:29
SPOT,Spotify Technology S.A.,Communication Services,Internet Content & Information,119227047936,579.07,1454932,785.0,443.21,1809015,73.766884,0.0,1.659,2025-12-16 17:17:13
PLD,"Prologis, Inc.",Real Estate,REIT - Industrial,118532718592,127.61,3217755,131.7,85.35,3486347,37.09593,3.09,1.407,2025-12-16 17:19:28
VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,Biotechnology,116647493632,454.96,1144431,519.68,362.5,1495258,31.994373,0.0,0.321,2025-12-16 17:17:22
LMT,Lockheed Martin Corporation,Industrials,Aerospace & Defense,111376842752,477.06,1057034,516.0,410.11,1345133,26.54758,2.85,0.241,2025-12-16 17:18:19
CMCSA,Comcast Corporation,Communication Services,Telecom Services,109769302016,29.73,74854406,39.12,25.75,31677068,4.938538,4.68,0.829,2025-12-16 17:17:12
NEM,Newmont Corporation,Basic Materials,Gold,107681021952,98.03,5968679,102.13,36.86,11327784,15.245724,1.0,0.431,2025-12-16 17:19:13
HOOD,"Robinhood Markets, Inc.",Financial Services,Capital Markets,107363147776,119.4,20842261,153.86,29.66,32295755,49.75,0.0,2.433,2025-12-16 17:18:41
CVNA,Carvana Co.,Consumer Cyclical,Auto & Truck Dealerships,98684592128,455.18,3426797,485.33,148.25,3540053,103.68565,0.0,3.52,2025-12-16 17:20:23
DASH,"DoorDash, Inc.",Consumer Cyclical,Internet Retail,98241806336,227.94,4079954,285.5,155.4,5007179,115.70558,0.0,1.716,2025-12-16 17:20:25
MELI,"MercadoLibre, Inc.",Consumer Cyclical,Internet Retail,98034155520,1933.72,885795,2645.22,1646.0,538906,47.267662,0.0,1.425,2025-12-16 17:18:40
SBUX,Starbucks Corporation,Consumer Cyclical,Restaurants,96744472576,85.08,7470229,117.46,75.5,9851982,52.19632,2.9,0.977,2025-12-16 17:16:51
SO,The Southern Company,Utilities,Utilities - Regulated Electric,94375698432,85.71,4648007,100.84,80.46,5996287,21.320896,3.44,0.444,2025-12-16 17:19:43
GD,General Dynamics Corporation,Industrials,Aerospace & Defense,91162943488,337.49,587488,360.5,239.2,1162955,21.872326,1.76,0.405,2025-12-16 17:18:21
DUK,Duke Energy Corporation,Utilities,Utilities - Regulated Electric,89889857536,115.59,3207544,130.03,105.2,3159296,18.20315,3.65,0.477,2025-12-16 17:19:43
DELL,Dell Technologies Inc.,Technology,Computer Hardware,89639272448,133.75,5351787,168.08,66.25,7413336,17.881016,1.61,1.109,2025-12-16 17:16:35
SNPS,"Synopsys, Inc.",Technology,Software - Infrastructure,88298881024,463.34,1936067,651.73,365.74,2581077,57.557762,0.0,1.154,2025-12-16 17:16:27
CDNS,"Cadence Design Systems, Inc.",Technology,Software - Application,87068721152,319.53,2046372,376.45,221.56,1765112,82.35309,0.0,1.051,2025-12-16 17:16:27
UPS,"United Parcel Service, Inc.",Industrials,Integrated Freight & Logistics,84931878912,100.11,3618388,136.99,82.0,7432228,15.472953,6.56,1.094,2025-12-16 17:18:18
AMT,American Tower Corporation,Real Estate,REIT - Specialty,83877847040,179.13,3117716,234.33,172.51,3113496,28.56938,3.77,0.915,2025-12-16 17:19:28
MAR,"Marriott International, Inc.",Consumer Cyclical,Lodging,83057950720,305.97,1991592,310.23,205.4,1594634,32.3094,0.87,1.156,2025-12-16 17:16:51
SHW,The Sherwin-Williams Company,Basic Materials,Specialty Chemicals,81748910080,327.87,985924,379.65,308.84,1943998,31.987316,0.96,1.241,2025-12-16 17:19:13
NOC,Northrop Grumman Corporation,Industrials,Aerospace & Defense,81431019520,568.72,481441,640.9,426.24,751207,20.494413,1.6,0.046,2025-12-16 17:18:21
ABNB,"Airbnb, Inc.",Consumer Cyclical,Travel Services,80821223424,132.01,4388339,163.93,99.88,4916898,31.430952,0.0,1.118,2025-12-16 17:16:52
REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,Biotechnology,79104786432,746.36,713101,790.98,476.49,1110488,17.898321,0.47,0.368,2025-12-16 17:17:23
ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,Auto Parts,78596407296,92.9,5638698,108.72,78.3,5185103,32.256943,0.0,0.616,2025-12-16 17:16:52
NU,Nu Holdings Ltd.,Financial Services,Banks - Regional,78498332672,16.2,45389480,17.84,9.01,39620387,31.153849,0.0,1.078,2025-12-16 17:18:42
CTAS,Cintas Corporation,Industrials,Specialty Business Services,75601575936,187.62,1964256,229.24,180.39,2196782,41.693333,0.96,0.963,2025-12-16 17:16:54
SNOW,Snowflake Inc.,Technology,Software - Application,75489320960,220.6,4679556,280.67,120.1,4948715,0,0.0,1.092,2025-12-16 17:16:30
EQIX,"Equinix, Inc.",Real Estate,REIT - Specialty,74439778304,758.15,582188,971.43,701.41,540055,69.61892,2.46,1.037,2025-12-16 17:19:29
ECL,Ecolab Inc.,Basic Materials,Specialty Chemicals,73609166848,259.53,947655,286.04,221.62,1507160,37.342445,1.12,0.982,2025-12-16 17:19:12
MNST,Monster Beverage Corporation,Consumer Defensive,Beverages - Non-Alcoholic,73608773632,75.34,5030011,76.28,45.7,5520353,42.806816,0.0,0.477,2025-12-16 17:18:07
MRVL,"Marvell Technology, Inc.",Technology,Semiconductors,72476745728,84.07,9440693,127.48,47.09,20562512,29.602114,0.28,1.931,2025-12-16 17:20:06
CMI,Cummins Inc.,Industrials,Specialty Industrial Machinery,71023796224,514.53,402604,526.5,260.02,943492,26.673407,1.55,1.104,2025-12-16 17:18:27
MDLZ,"Mondelez International, Inc.",Consumer Defensive,Confectioners,69834235904,53.97,12563074,71.15,53.13,9084307,20.213484,3.69,0.397,2025-12-16 17:18:07
NET,"Cloudflare, Inc.",Technology,Software - Infrastructure,69191032832,197.53,2129592,260.0,89.42,2708131,0,0.0,1.949,2025-12-16 17:16:30
FCX,Freeport-McMoRan Inc.,Basic Materials,Copper,68264144896,47.54,12315450,49.12,27.66,19557785,33.24476,1.26,1.484,2025-12-16 17:19:13
COIN,"Coinbase Global, Inc.",Financial Services,Financial Data & Stock Exchanges,68118208512,252.61,6599271,444.65,142.58,9804665,21.833189,0.0,3.691,2025-12-16 17:18:39
HLT,Hilton Worldwide Holdings Inc.,Consumer Cyclical,Lodging,67225427968,285.83,1867840,287.4,196.04,1778901,41.48476,0.21,1.156,2025-12-16 17:16:58
FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,63193960448,82.47,5262479,114.82,70.12,5365036,33.93827,0.0,1.101,2025-12-16 17:16:27
ADSK,"Autodesk, Inc.",Technology,Software - Application,62617743360,293.98,1468714,329.09,232.67,1442022,57.083496,0.0,1.475,2025-12-16 17:16:27
RBLX,Roblox Corporation,Communication Services,Electronic Gaming & Multimedia,61376368640,87.44,6665020,150.59,50.1,7537873,0,0.0,1.625,2025-12-16 17:17:13
AEP,"American Electric Power Company, Inc.",Utilities,Utilities - Regulated Electric,61325381632,114.57,2264170,124.8,89.91,3509363,16.774525,3.28,0.598,2025-12-16 17:19:44
ROST,"Ross Stores, Inc.",Consumer Cyclical,Apparel Retail,59321270272,182.4,2620330,185.85,122.36,2633315,28.544601,0.88,1.038,2025-12-16 17:16:52
PCAR,PACCAR Inc,Industrials,Farm & Heavy Construction Machinery,58906923008,112.16,3523467,115.43,84.65,3254080,22.035364,1.17,1.017,2025-12-16 17:18:22
PYPL,"PayPal Holdings, Inc.",Financial Services,Credit Services,58593361920,61.33,16268929,93.245,55.85,16854852,12.315262,0.92,1.439,2025-12-16 17:18:39
NXPI,NXP Semiconductors N.V.,Technology,Semiconductors,57923325952,229.75,2455590,255.45,148.09,2695874,28.399258,1.75,1.469,2025-12-16 17:20:07
WDAY,"Workday, Inc.",Technology,Software - Application,57701371904,216.11,2803158,283.68,205.33,2969339,91.57204,0.0,1.151,2025-12-16 17:16:29
SRE,Sempra,Utilities,Utilities - Diversified,57377234944,87.91,2361708,95.72,61.9,3886592,27.049232,2.91,0.733,2025-12-16 17:19:44
AZO,"AutoZone, Inc.",Consumer Cyclical,Auto Parts,56677908480,3417.42,132428,4388.11,3162.0,143131,23.833042,0.0,0.405,2025-12-16 17:16:55
IDXX,"IDEXX Laboratories, Inc.",Healthcare,Diagnostics & Research,55457652736,693.18,705047,769.98,356.14,526612,54.970657,0.0,1.668,2025-12-16 17:17:24
APD,"Air Products and Chemicals, Inc.",Basic Materials,Specialty Chemicals,53922852864,242.25,2269323,341.14,229.11,1447506,0,2.92,0.863,2025-12-16 17:19:12
LHX,"L3Harris Technologies, Inc.",Industrials,Aerospace & Defense,52919767040,282.85,915159,308.12,193.09,1119887,30.446718,1.66,0.656,2025-12-16 17:18:21
O,Realty Income Corporation,Real Estate,REIT - Retail,52839387136,57.44,5330263,61.09,50.71,5835753,53.68224,5.55,0.809,2025-12-16 17:19:41
DLR,"Digital Realty Trust, Inc.",Real Estate,REIT - Specialty,52553596928,150.28,2099542,187.74,129.95,1735369,39.033768,3.19,1.123,2025-12-16 17:19:29
ALNY,"Alnylam Pharmaceuticals, Inc.",Healthcare,Biotechnology,51678961664,391.17,1327897,495.55,205.87,1115914,1261.8387,0.0,0.298,2025-12-16 17:17:43
EA,Electronic Arts Inc.,Communication Services,Electronic Gaming & Multimedia,51071672320,204.2,1607384,204.64,115.21,3308420,59.533527,0.37,0.757,2025-12-16 17:16:31
D,"Dominion Energy, Inc.",Utilities,Utilities - Regulated Electric,50671214592,59.34,4086602,62.87,48.07,5142592,19.392157,4.46,0.68,2025-12-16 17:19:43
DDOG,"Datadog, Inc.",Technology,Software - Application,49111441408,140.05,3862677,201.69,81.63,4469112,451.7742,0.0,1.234,2025-12-16 17:16:29
GWW,"W.W. Grainger, Inc.",Industrials,Industrial Distribution,48888381440,1022.08,259477,1139.15,893.99,288166,28.605654,0.88,1.116,2025-12-16 17:18:31
FAST,Fastenal Company,Industrials,Industrial Distribution,48607834112,42.34,8212956,50.63,35.305,6747628,39.943398,2.07,0.884,2025-12-16 17:16:54
CMG,"Chipotle Mexican Grill, Inc.",Consumer Cyclical,Restaurants,47815958528,35.66,16977084,64.87,29.75,22598488,31.557522,0.0,0.991,2025-12-16 17:16:51
PSA,Public Storage,Real Estate,REIT - Industrial,46932848640,267.48,1698798,322.49,256.6,1003012,27.746887,4.41,0.986,2025-12-16 17:19:29
LVS,Las Vegas Sands Corp.,Consumer Cyclical,Resorts & Casinos,46212059136,67.32,3400946,70.45,30.18,5677766,30.324324,1.49,0.967,2025-12-16 17:16:59
MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors,45576802304,951.36,516023,1123.38,438.86,618668,24.381342,0.66,1.472,2025-12-16 17:20:07
CARR,Carrier Global Corporation,Industrials,Building Products & Equipment,45478658048,53.44,8080906,81.09,50.3,6844692,33.399998,1.83,1.298,2025-12-16 17:18:26
TTWO,"Take-Two Interactive Software, Inc.",Communication Services,Electronic Gaming & Multimedia,45183967232,244.53,1461312,264.79,177.35,1657593,0,0.0,0.957,2025-12-16 17:16:31
CTVA,"Corteva, Inc.",Basic Materials,Agricultural Inputs,44467470336,65.48,1828133,77.41,53.4,4564917,26.510122,1.09,0.738,2025-12-16 17:19:15
EXC,Exelon Corporation,Utilities,Utilities - Regulated Electric,44197040128,43.76,6058748,48.51,35.94,7405388,15.6845875,3.65,0.55,2025-12-16 17:19:44
XEL,Xcel Energy Inc.,Utilities,Utilities - Regulated Electric,43614228480,73.73,11240737,83.01,62.58,4906023,22.47866,3.01,0.453,2025-12-16 17:19:46
FICO,Fair Isaac Corporation,Technology,Software - Application,43017670656,1792.13,181639,2217.6,1300.0,278280,67.44938,0.0,1.289,2025-12-16 17:16:47
INSM,Insmed Incorporated,Healthcare,Biotechnology,42797588480,200.67,3628488,212.75,60.4,2416533,0,0.0,1.017,2025-12-16 17:17:56
TEAM,Atlassian Corporation,Technology,Software - Application,42001190912,159.56,1576509,326.0,139.7,2814879,0,0.0,0.9,2025-12-16 17:16:29
YUM,"Yum! Brands, Inc.",Consumer Cyclical,Restaurants,41933905920,151.03,2333360,163.3,122.13,2050261,29.383268,1.85,0.668,2025-12-16 17:16:54
PAYX,"Paychex, Inc.",Technology,Software - Application,41467002880,115.22,4099971,161.24,108.0,3280177,25.776287,3.74,0.898,2025-12-16 17:18:23
GRMN,Garmin Ltd.,Technology,Scientific & Technical Instruments,39853944832,207.04,1077611,261.69,169.26,968212,25.560492,1.74,1.014,2025-12-16 17:16:59
KDP,Keurig Dr Pepper Inc.,Consumer Defensive,Beverages - Non-Alcoholic,38841892864,28.59,17511315,36.12,25.03,18110349,24.646553,3.15,0.359,2025-12-16 17:18:07
VMC,Vulcan Materials Company,Basic Materials,Building Materials,38583545856,292.01,782883,311.74,215.08,944346,34.51655,0.66,1.064,2025-12-16 17:19:26
FLUT,Flutter Entertainment plc,Consumer Cyclical,Gambling,38424227840,219.34,1144612,313.685,189.33,2703792,0,0.0,1.183,2025-12-16 17:20:32
CCI,Crown Castle Inc.,Real Estate,REIT - Specialty,38278606848,87.9,2864194,115.76,84.2,2968784,0,4.75,0.959,2025-12-16 17:19:29
MLM,"Martin Marietta Materials, Inc.",Basic Materials,Building Materials,37962743808,629.49,349790,665.18,441.95,375534,32.347893,0.52,1.16,2025-12-16 17:19:22
CPRT,"Copart, Inc.",Industrials,Specialty Business Services,37897891840,39.15,11293219,63.85,38.18,8083442,24.018406,0.0,1.119,2025-12-16 17:16:54
EBAY,eBay Inc.,Consumer Cyclical,Internet Retail,37323190272,81.67,4356550,101.15,58.71,5296100,18.108646,1.4,1.341,2025-12-16 17:16:52
NUE,Nucor Corporation,Basic Materials,Steel,37134602240,162.26,986472,168.07,97.59,1597039,22.821377,1.38,1.862,2025-12-16 17:19:24
ZS,"Zscaler, Inc.",Technology,Software - Infrastructure,37121703936,232.78,2236938,336.99,164.78,1647792,0,0.0,1.066,2025-12-16 17:16:29
FISV,"Fiserv, Inc.",N/A,N/A,36801253376,67.7,19074635,238.59,59.56,10527206,10.463678,0.0,0.0,2025-12-16 17:18:40
VEEV,Veeva Systems Inc.,Healthcare,Health Information Services,36048941056,219.3,1645733,310.5,201.54,1361826,42.74854,0.0,1.055,2025-12-16 17:16:32
ED,"Consolidated Edison, Inc.",Utilities,Utilities - Regulated Electric,35696533504,98.9,1790323,114.87,87.28,2090930,17.29021,3.42,0.362,2025-12-16 17:19:46
MCHP,Microchip Technology Incorporated,Technology,Semiconductors,35615449088,65.9,6885329,77.2,34.13,8411604,0,2.71,1.463,2025-12-16 17:16:27
EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,35261415424,285.02,2361381,289.96,130.01,2110596,27.485052,0.56,1.442,2025-12-16 17:16:56
MDB,"MongoDB, Inc.",Technology,Software - Infrastructure,34306627584,421.5,1610783,432.55,140.78,1881544,0,0.0,1.454,2025-12-16 17:16:38
WEC,"WEC Energy Group, Inc.",Utilities,Utilities - Regulated Electric,33986742272,104.48,1267658,118.19,91.94,2176088,19.787878,3.62,0.556,2025-12-16 17:19:46
SOFI,"SoFi Technologies, Inc.",Financial Services,Credit Services,33502722048,26.58,43978424,32.73,8.6,72941890,47.464287,0.0,1.941,2025-12-16 17:18:41
XYL,Xylem Inc.,Industrials,Specialty Industrial Machinery,33501343744,137.6,853047,154.27,100.47,1321223,35.463917,1.16,1.174,2025-12-16 17:19:28
ODFL,"Old Dominion Freight Line, Inc.",Industrials,Trucking,32983789568,156.94,2207740,209.61,126.01,2297125,31.577467,0.71,1.274,2025-12-16 17:16:55
QSR,Restaurant Brands International Inc.,Consumer Cyclical,Restaurants,32208390144,70.47,952828,73.7,58.71,2735722,24.989363,3.49,0.611,2025-12-16 17:17:10
FOXA,Fox Corporation,Communication Services,Entertainment,31235809280,70.36,2601198,72.96,46.42,3561950,15.811236,0.79,0.512,2025-12-16 17:17:15
TER,"Teradyne, Inc.",Technology,Semiconductor Equipment & Materials,30588250112,192.29,3294924,205.0,65.77,3601398,69.92364,0.25,1.848,2025-12-16 17:20:09
VRSK,"Verisk Analytics, Inc.",Industrials,Consulting Services,30407567360,217.64,1288155,322.92,197.0,1455971,33.483078,0.83,0.814,2025-12-16 17:18:22
FOX,Fox Corporation,Communication Services,Entertainment,29465006080,62.57,1218579,64.22,43.18,1625195,14.060675,0.89,0.512,2025-12-16 17:17:16
LPLA,LPL Financial Holdings Inc.,Financial Services,Capital Markets,29451444224,367.97,804018,403.58,262.83,819588,34.325558,0.32,0.6,2025-12-16 17:18:40
KHC,The Kraft Heinz Company,Consumer Defensive,Packaged Foods,29212618752,24.68,18718361,33.35,23.7,15458642,0,6.53,0.073,2025-12-16 17:18:07
EXR,Extra Space Storage Inc.,Real Estate,REIT - Industrial,28963309568,130.7,943490,162.77,121.03,1132200,29.239374,4.86,1.269,2025-12-16 17:19:35
CHTR,"Charter Communications, Inc.",Communication Services,Telecom Services,28860309504,211.29,1765050,437.06,193.0,1969239,5.8594007,0.0,1.065,2025-12-16 17:17:12
EME,"EMCOR Group, Inc.",Industrials,Engineering & Construction,27958968320,624.56,238128,778.64,320.89,620598,25.143316,0.16,1.17,2025-12-16 17:18:29
FSLR,"First Solar, Inc.",Technology,Solar,27740229632,258.51,1418764,281.55,116.56,2228276,19.85484,0.0,1.589,2025-12-16 17:19:02
ATO,Atmos Energy Corporation,Utilities,Utilities - Regulated Gas,27164481536,168.0,1064658,180.65,136.05,981060,22.520107,2.34,0.747,2025-12-16 17:19:48
PSNY,Polestar Automotive Holding UK PLC,Consumer Cyclical,Auto Manufacturers,26999779328,12.74,191765,42.6,11.75,215424,0,0.0,1.917,2025-12-16 17:20:04
DOV,Dover Corporation,Industrials,Specialty Industrial Machinery,26965694464,196.61,1282674,222.31,143.04,1175538,25.56697,1.03,1.309,2025-12-16 17:19:19
CSGP,"CoStar Group, Inc.",Real Estate,Real Estate Services,26963605504,63.62,4761359,97.43,62.0,3850488,1060.3334,0.0,0.839,2025-12-16 17:16:48
FCNCA,"First Citizens BancShares, Inc.",Financial Services,Banks - Regional,26783821824,2091.85,99057,2412.93,1473.62,126406,12.385873,0.4,0.712,2025-12-16 17:18:55
DLTR,"Dollar Tree, Inc.",Consumer Defensive,Discount Stores,26750380032,131.15,3376788,132.48,61.8,4203268,24.792059,0.0,0.752,2025-12-16 17:16:55
